Age,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,id,cluster,Academic_risk,Gender,Family_Income_Level
18.0,95.8,17.2,8.9,1564.0,cluster_2,Low,Female,Low
24.0,97.3,21.9,6.0,1565.0,cluster_2,Low,Female,Low
19.0,54.1,8.3,4.6,1566.0,cluster_1,High,Female,Low
23.0,83.9,16.9,5.1,1567.0,cluster_2,Low,Male,High
24.0,95.4,11.9,7.4,1568.0,cluster_2,Low,Female,Low
21.0,59.0,19.7,6.9,1569.0,cluster_1,High,Male,Medium
22.0,61.9,21.8,6.6,1570.0,cluster_1,High,Female,Medium
20.0,64.7,21.1,4.6,1571.0,cluster_1,High,Male,Medium
18.0,66.9,26.0,6.7,1572.0,cluster_0,Medium,Male,Low
20.0,51.6,18.6,9.0,1573.0,cluster_1,High,Female,Low
21.0,92.9,15.3,6.3,1574.0,cluster_2,Low,Male,Low
23.0,67.2,13.2,8.2,1575.0,cluster_0,Medium,Male,High
21.0,50.6,10.8,7.2,1576.0,cluster_1,High,Female,Medium
19.0,90.3,16.6,8.3,1577.0,cluster_2,Low,Male,Medium
21.0,77.4,28.4,9.0,1578.0,cluster_0,Medium,Male,Medium
18.0,78.3,8.3,6.4,1579.0,cluster_0,Medium,Male,High
21.0,76.9,16.5,8.3,1580.0,cluster_0,Medium,Female,Low
20.0,59.9,26.7,5.5,1581.0,cluster_1,High,Male,Low
18.0,74.6,24.0,8.1,1582.0,cluster_0,Medium,Female,Low
18.0,74.4,18.8,6.9,1583.0,cluster_0,Medium,Female,High
21.0,81.2,13.2,5.2,1584.0,cluster_0,Medium,Female,Low
18.0,63.6,22.1,5.6,1585.0,cluster_1,High,Female,Medium
24.0,83.0,14.0,6.0,1586.0,cluster_0,Medium,Male,Low
22.0,90.5,7.5,6.1,1587.0,cluster_2,Low,Female,Medium
23.0,89.6,26.8,4.7,1588.0,cluster_2,Low,Male,Medium
22.0,78.0,12.4,6.4,1589.0,cluster_0,Medium,Male,High
18.0,67.5,5.1,7.9,1590.0,cluster_0,Medium,Female,Low
21.0,78.3,24.5,8.1,1591.0,cluster_0,Medium,Female,Medium
21.0,82.1,21.9,8.9,1592.0,cluster_0,Medium,Male,Low
18.0,78.3,6.0,5.3,1593.0,cluster_0,Medium,Female,Medium
22.0,74.0,21.7,4.9,1594.0,cluster_0,Medium,Female,Low
20.0,54.7,29.3,6.8,1595.0,cluster_1,High,Female,Medium
23.0,58.9,12.8,4.8,1596.0,cluster_1,High,Female,Medium
21.0,72.1,14.2,5.9,1597.0,cluster_0,Medium,Male,High
23.0,75.5,29.8,4.2,1598.0,cluster_0,Medium,Female,Medium
23.0,59.6,26.0,7.6,1599.0,cluster_1,High,Female,Low
23.0,70.5,13.9,8.8,1600.0,cluster_0,Medium,Female,Low
23.0,59.3,14.8,8.7,1601.0,cluster_1,High,Male,Medium
24.0,60.0,11.4,8.0,1602.0,cluster_1,High,Male,Low
24.0,76.2,27.3,4.8,1603.0,cluster_0,Medium,Male,Medium
18.0,77.9,13.8,4.5,1604.0,cluster_0,Medium,Female,Medium
19.0,80.9,25.4,5.4,1605.0,cluster_0,Medium,Male,Low
22.0,94.8,20.5,5.2,1606.0,cluster_2,Low,Male,Low
21.0,90.5,10.8,5.6,1607.0,cluster_2,Low,Male,Medium
18.0,64.6,5.2,6.9,1608.0,cluster_1,High,Male,High
18.0,71.8,29.4,5.5,1609.0,cluster_0,Medium,Female,Medium
23.0,77.3,12.3,5.5,1610.0,cluster_0,Medium,Male,Low
19.0,89.4,15.0,8.1,1611.0,cluster_2,Low,Male,Medium
20.0,72.4,10.9,8.3,1612.0,cluster_0,Medium,Male,High
19.0,87.5,19.4,8.1,1613.0,cluster_2,Low,Male,Medium
24.0,58.4,11.0,7.1,1614.0,cluster_1,High,Female,Low
18.0,83.9,9.2,8.7,1615.0,cluster_2,Low,Male,Medium
21.0,80.2,12.9,5.5,1616.0,cluster_0,Medium,Male,Medium
21.0,63.8,6.6,6.2,1617.0,cluster_1,High,Female,Low
22.0,88.2,5.1,4.1,1618.0,cluster_2,Low,Male,Medium
24.0,97.2,26.5,4.2,1619.0,cluster_2,Low,Female,Low
22.0,76.0,5.6,4.6,1620.0,cluster_0,Medium,Male,Medium
19.0,94.3,16.4,4.8,1621.0,cluster_2,Low,Female,Low
22.0,51.5,22.6,8.1,1622.0,cluster_1,High,Female,Low
23.0,93.1,9.9,6.0,1623.0,cluster_2,Low,Female,Low
23.0,73.8,10.5,5.2,1624.0,cluster_0,Medium,Male,High
20.0,50.3,27.1,5.0,1625.0,cluster_1,High,Female,Medium
19.0,93.9,20.8,7.7,1626.0,cluster_2,Low,Female,Medium
19.0,67.4,12.8,5.4,1627.0,cluster_0,Medium,Female,Low
18.0,66.5,21.3,4.4,1628.0,cluster_0,Medium,Male,High
18.0,76.7,21.0,6.0,1629.0,cluster_0,Medium,Female,Medium
19.0,90.7,21.8,6.6,1630.0,cluster_2,Low,Female,Low
24.0,99.1,9.8,5.3,1631.0,cluster_2,Low,Female,Medium
24.0,62.6,23.3,4.9,1632.0,cluster_1,High,Female,Low
21.0,55.3,13.7,7.8,1633.0,cluster_1,High,Female,Low
22.0,57.2,23.8,8.8,1634.0,cluster_1,High,Male,High
19.0,91.7,19.6,4.0,1635.0,cluster_2,Low,Female,Low
23.0,75.1,27.8,7.3,1636.0,cluster_0,Medium,Female,High
20.0,79.3,7.4,6.8,1637.0,cluster_0,Medium,Male,Low
22.0,52.6,23.7,8.6,1638.0,cluster_1,High,Male,Low
24.0,98.1,13.4,6.1,1639.0,cluster_2,Low,Male,Low
18.0,51.7,28.2,5.4,1640.0,cluster_1,High,Male,High
20.0,98.0,14.3,4.4,1641.0,cluster_2,Low,Male,High
24.0,85.0,13.5,5.7,1642.0,cluster_2,Low,Female,High
19.0,59.4,18.9,4.9,1643.0,cluster_1,High,Male,Low
21.0,75.4,14.8,6.7,1644.0,cluster_0,Medium,Male,Low
19.0,85.1,10.2,8.1,1645.0,cluster_2,Low,Male,Medium
22.0,92.1,24.9,4.8,1646.0,cluster_2,Low,Female,High
21.0,82.8,7.5,7.1,1647.0,cluster_0,Medium,Female,Low
20.0,52.6,23.3,8.1,1648.0,cluster_1,High,Male,Low
18.0,79.9,11.0,6.5,1649.0,cluster_0,Medium,Female,Low
22.0,75.4,18.8,8.7,1650.0,cluster_0,Medium,Male,Low
18.0,72.5,8.7,8.7,1651.0,cluster_0,Medium,Male,Medium
18.0,52.2,26.5,8.9,1652.0,cluster_1,High,Female,Medium
23.0,84.4,25.2,6.3,1653.0,cluster_2,Low,Female,Low
18.0,53.6,9.9,6.1,1654.0,cluster_1,High,Male,Low
19.0,99.0,7.6,8.2,1655.0,cluster_2,Low,Female,Medium
22.0,50.5,6.1,5.5,1656.0,cluster_1,High,Male,Medium
24.0,83.7,17.0,4.3,1657.0,cluster_2,Low,Female,Medium
24.0,70.1,12.7,5.0,1658.0,cluster_0,Medium,Female,Low
24.0,78.0,24.8,4.7,1659.0,cluster_0,Medium,Male,Low
20.0,74.9,9.7,7.1,1660.0,cluster_0,Medium,Female,Medium
19.0,68.8,20.8,7.9,1661.0,cluster_0,Medium,Female,Low
22.0,64.2,25.1,6.6,1662.0,cluster_1,High,Male,Medium
24.0,64.7,27.3,7.4,1663.0,cluster_1,High,Female,Medium
23.0,66.3,29.9,5.6,1664.0,cluster_0,Medium,Male,Low
22.0,82.1,13.6,5.3,1665.0,cluster_0,Medium,Female,Low
18.0,75.5,26.6,5.8,1666.0,cluster_0,Medium,Male,High
18.0,80.5,16.6,5.2,1667.0,cluster_0,Medium,Male,High
18.0,90.7,13.2,6.8,1668.0,cluster_2,Low,Female,Medium
23.0,100.0,6.2,7.1,1669.0,cluster_2,Low,Female,Low
21.0,72.8,14.9,7.9,1670.0,cluster_0,Medium,Female,Low
19.0,96.8,7.0,4.2,1671.0,cluster_2,Low,Female,Medium
18.0,78.7,21.2,6.7,1672.0,cluster_0,Medium,Male,High
23.0,70.1,29.4,5.7,1673.0,cluster_0,Medium,Male,Medium
23.0,72.4,14.6,6.2,1674.0,cluster_0,Medium,Male,High
24.0,73.3,20.2,5.9,1675.0,cluster_0,Medium,Female,Low
22.0,92.9,14.7,7.5,1676.0,cluster_2,Low,Male,Medium
22.0,99.7,28.7,7.0,1677.0,cluster_2,Low,Male,Low
21.0,73.7,10.9,4.9,1678.0,cluster_0,Medium,Male,Medium
19.0,54.1,15.1,4.0,1679.0,cluster_1,High,Female,Medium
19.0,57.1,20.9,4.5,1680.0,cluster_1,High,Female,Medium
18.0,96.5,5.4,4.5,1681.0,cluster_2,Low,Female,High
21.0,61.3,18.5,8.4,1682.0,cluster_1,High,Female,Low
23.0,69.8,12.1,7.8,1683.0,cluster_0,Medium,Female,Medium
22.0,61.3,6.6,8.5,1684.0,cluster_1,High,Female,Low
18.0,59.4,14.1,6.1,1685.0,cluster_1,High,Male,Medium
22.0,80.0,27.7,7.1,1686.0,cluster_0,Medium,Male,Low
19.0,91.7,15.2,5.7,1687.0,cluster_2,Low,Female,Medium
18.0,52.0,23.0,6.9,1688.0,cluster_1,High,Male,Low
18.0,50.4,23.8,6.3,1689.0,cluster_1,High,Male,High
19.0,97.1,12.7,6.4,1690.0,cluster_2,Low,Male,High
23.0,95.4,19.6,5.8,1691.0,cluster_2,Low,Female,Medium
22.0,64.3,22.3,7.5,1692.0,cluster_1,High,Female,Low
18.0,57.4,24.7,5.4,1693.0,cluster_1,High,Female,Low
24.0,90.6,15.9,5.3,1694.0,cluster_2,Low,Male,High
22.0,89.6,23.2,6.3,1695.0,cluster_2,Low,Male,High
21.0,92.8,16.3,6.1,1696.0,cluster_2,Low,Male,Medium
23.0,58.1,26.8,5.3,1697.0,cluster_1,High,Female,Low
20.0,95.7,9.5,8.7,1698.0,cluster_2,Low,Male,Medium
21.0,52.1,20.4,5.5,1699.0,cluster_1,High,Male,Low
19.0,89.7,21.8,4.9,1700.0,cluster_2,Low,Male,Medium
21.0,62.3,11.9,5.3,1701.0,cluster_1,High,Male,Low
22.0,83.5,28.5,7.5,1702.0,cluster_0,Medium,Female,Low
22.0,96.3,15.3,4.9,1703.0,cluster_2,Low,Male,Medium
21.0,52.3,20.3,6.0,1704.0,cluster_1,High,Female,Low
18.0,71.0,18.5,8.3,1705.0,cluster_0,Medium,Female,Low
22.0,72.0,9.4,5.9,1706.0,cluster_0,Medium,Male,High
21.0,74.1,6.5,7.9,1707.0,cluster_0,Medium,Male,Low
18.0,98.4,29.6,6.6,1708.0,cluster_2,Low,Female,Low
23.0,63.3,9.7,5.1,1709.0,cluster_1,High,Male,Medium
22.0,78.6,22.8,7.8,1710.0,cluster_0,Medium,Male,Medium
19.0,54.1,27.5,6.7,1711.0,cluster_1,High,Male,Low
23.0,52.0,15.8,7.5,1712.0,cluster_1,High,Female,High
18.0,88.2,16.5,6.5,1713.0,cluster_2,Low,Male,High
23.0,93.5,12.2,5.3,1714.0,cluster_2,Low,Male,Medium
23.0,66.6,14.1,6.6,1715.0,cluster_1,High,Female,Medium
23.0,74.2,28.3,5.6,1716.0,cluster_0,Medium,Male,Low
20.0,98.3,24.4,8.9,1717.0,cluster_2,Low,Female,High
23.0,55.9,6.7,6.2,1718.0,cluster_1,High,Male,Low
18.0,56.7,20.8,7.0,1719.0,cluster_1,High,Female,Low
19.0,67.4,19.0,6.5,1720.0,cluster_0,Medium,Female,Low
20.0,65.8,5.3,5.2,1721.0,cluster_1,High,Female,Low
21.0,54.5,21.2,5.7,1722.0,cluster_1,High,Male,Medium
18.0,62.1,23.6,5.4,1723.0,cluster_1,High,Female,Low
21.0,61.9,9.8,5.6,1724.0,cluster_1,High,Male,Low
20.0,75.5,28.0,8.6,1725.0,cluster_0,Medium,Male,Medium
24.0,72.6,21.7,4.3,1726.0,cluster_0,Medium,Male,Low
23.0,74.8,20.2,7.2,1727.0,cluster_0,Medium,Male,Low
22.0,86.6,9.8,7.7,1728.0,cluster_2,Low,Male,Medium
22.0,78.6,22.1,5.2,1729.0,cluster_0,Medium,Male,Medium
18.0,79.6,7.4,8.2,1730.0,cluster_0,Medium,Female,Low
18.0,92.1,13.0,5.6,1731.0,cluster_2,Low,Female,High
22.0,69.9,19.3,4.6,1732.0,cluster_0,Medium,Male,Medium
19.0,60.7,5.4,6.6,1733.0,cluster_1,High,Female,Medium
20.0,50.6,21.2,6.8,1734.0,cluster_1,High,Male,High
19.0,54.9,19.2,5.1,1735.0,cluster_1,High,Male,Low
24.0,87.8,20.2,6.8,1736.0,cluster_2,Low,Female,Medium
18.0,61.3,5.9,4.1,1737.0,cluster_1,High,Female,Medium
24.0,88.0,9.3,8.1,1738.0,cluster_2,Low,Male,Medium
21.0,83.4,23.2,7.8,1739.0,cluster_0,Medium,Female,Medium
23.0,78.2,21.9,8.9,1740.0,cluster_0,Medium,Male,Medium
18.0,58.9,5.5,8.5,1741.0,cluster_1,High,Male,High
20.0,57.6,26.7,7.3,1742.0,cluster_1,High,Female,High
19.0,98.4,11.2,4.6,1743.0,cluster_2,Low,Male,Medium
18.0,83.6,15.2,8.5,1744.0,cluster_2,Low,Female,Low
21.0,83.3,25.6,6.4,1745.0,cluster_0,Medium,Male,Low
24.0,63.5,15.1,4.9,1746.0,cluster_1,High,Male,High
24.0,63.9,11.8,7.6,1747.0,cluster_1,High,Male,Medium
23.0,94.1,14.3,5.2,1748.0,cluster_2,Low,Female,High
18.0,80.9,22.0,8.7,1749.0,cluster_0,Medium,Male,Medium
22.0,98.9,21.7,6.8,1750.0,cluster_2,Low,Male,Medium
24.0,61.2,15.3,5.8,1751.0,cluster_1,High,Female,Medium
18.0,71.4,26.9,4.0,1752.0,cluster_0,Medium,Female,Low
21.0,98.1,15.9,8.2,1753.0,cluster_2,Low,Female,Low
18.0,84.8,16.8,5.1,1754.0,cluster_2,Low,Male,Medium
21.0,97.6,28.2,8.9,1755.0,cluster_2,Low,Male,Low
22.0,95.1,23.4,5.7,1756.0,cluster_2,Low,Male,Low
23.0,52.0,22.3,7.8,1757.0,cluster_1,High,Female,Low
19.0,50.3,12.9,6.3,1758.0,cluster_1,High,Female,Low
19.0,73.2,28.8,4.6,1759.0,cluster_0,Medium,Female,Low
19.0,97.0,17.7,6.6,1760.0,cluster_2,Low,Male,High
22.0,93.4,15.0,4.4,1761.0,cluster_2,Low,Male,High
24.0,67.7,27.1,8.0,1762.0,cluster_0,Medium,Male,Low
19.0,57.7,11.1,8.0,1763.0,cluster_1,High,Male,Low
23.0,60.7,19.2,8.4,1764.0,cluster_1,High,Male,Low
21.0,63.7,18.6,8.0,1765.0,cluster_1,High,Male,Low
20.0,67.2,9.5,7.7,1766.0,cluster_0,Medium,Female,Medium
19.0,84.0,20.3,8.4,1767.0,cluster_2,Low,Male,Medium
24.0,59.2,25.0,5.9,1768.0,cluster_1,High,Male,High
22.0,79.2,17.5,4.8,1769.0,cluster_0,Medium,Female,Low
24.0,50.5,13.4,4.2,1770.0,cluster_1,High,Male,Low
22.0,63.2,9.6,4.9,1771.0,cluster_1,High,Male,Low
18.0,97.6,20.2,5.8,1772.0,cluster_2,Low,Female,Medium
21.0,95.5,7.1,4.3,1773.0,cluster_2,Low,Female,Low
20.0,79.0,7.3,5.9,1774.0,cluster_0,Medium,Female,Low
19.0,98.2,27.9,7.6,1775.0,cluster_2,Low,Female,High
18.0,66.2,6.1,4.5,1776.0,cluster_1,High,Male,High
20.0,85.1,5.1,5.6,1777.0,cluster_2,Low,Female,Medium
19.0,74.4,6.3,4.8,1778.0,cluster_0,Medium,Male,Low
24.0,54.0,19.3,7.9,1779.0,cluster_1,High,Male,Medium
21.0,64.3,28.8,8.4,1780.0,cluster_1,High,Female,High
22.0,66.5,24.2,4.7,1781.0,cluster_0,Medium,Male,Medium
19.0,70.3,21.0,7.9,1782.0,cluster_0,Medium,Male,Medium
24.0,73.3,28.7,9.0,1783.0,cluster_0,Medium,Male,Medium
19.0,88.1,11.2,6.6,1784.0,cluster_2,Low,Female,Medium
22.0,77.2,5.9,5.8,1785.0,cluster_0,Medium,Male,Medium
19.0,78.4,19.9,8.5,1786.0,cluster_0,Medium,Male,Low
20.0,84.6,11.7,8.2,1787.0,cluster_2,Low,Male,Low
19.0,75.4,15.2,6.5,1788.0,cluster_0,Medium,Male,High
20.0,81.0,14.2,6.9,1789.0,cluster_0,Medium,Male,Low
20.0,89.5,28.8,8.2,1790.0,cluster_2,Low,Female,High
19.0,77.3,12.9,8.6,1791.0,cluster_0,Medium,Female,High
18.0,59.6,13.8,8.8,1792.0,cluster_1,High,Female,Low
22.0,62.4,17.7,5.6,1793.0,cluster_1,High,Male,Low
20.0,98.1,26.0,8.3,1794.0,cluster_2,Low,Female,Medium
19.0,63.6,14.8,7.9,1795.0,cluster_1,High,Male,Low
23.0,90.2,22.9,4.7,1796.0,cluster_2,Low,Female,Low
24.0,59.9,16.0,8.9,1797.0,cluster_1,High,Male,Low
24.0,98.7,19.1,5.1,1798.0,cluster_2,Low,Male,Medium
24.0,77.3,15.9,7.2,1799.0,cluster_0,Medium,Male,Medium
20.0,95.7,9.9,5.0,1800.0,cluster_2,Low,Male,Low
24.0,67.3,11.7,6.4,1801.0,cluster_0,Medium,Male,Medium
21.0,88.5,21.0,7.2,1802.0,cluster_2,Low,Female,Medium
24.0,77.8,28.0,5.3,1803.0,cluster_0,Medium,Male,Medium
20.0,65.3,14.0,4.5,1804.0,cluster_1,High,Female,Medium
23.0,54.8,19.0,8.5,1805.0,cluster_1,High,Male,High
23.0,67.8,29.7,4.3,1806.0,cluster_0,Medium,Female,Medium
24.0,81.4,10.7,6.2,1807.0,cluster_0,Medium,Male,Medium
23.0,83.4,16.9,4.5,1808.0,cluster_2,Low,Male,High
24.0,92.6,10.5,7.4,1809.0,cluster_2,Low,Male,Medium
21.0,94.5,5.8,5.3,1810.0,cluster_2,Low,Male,Medium
24.0,56.2,6.5,4.4,1811.0,cluster_1,High,Female,Medium
18.0,80.9,26.9,7.0,1812.0,cluster_0,Medium,Female,High
20.0,98.9,29.5,8.9,1813.0,cluster_2,Low,Female,Low
19.0,78.2,28.9,4.1,1814.0,cluster_0,Medium,Male,Medium
24.0,69.6,14.8,8.3,1815.0,cluster_0,Medium,Female,Low
22.0,97.7,20.5,8.5,1816.0,cluster_2,Low,Female,Medium
18.0,86.5,25.3,6.0,1817.0,cluster_2,Low,Male,Low
23.0,67.1,11.8,5.5,1818.0,cluster_0,Medium,Female,Medium
22.0,92.4,25.5,6.6,1819.0,cluster_2,Low,Female,Low
19.0,96.4,28.6,6.7,1820.0,cluster_2,Low,Female,High
22.0,76.9,6.2,8.7,1821.0,cluster_0,Medium,Male,Low
24.0,99.8,25.8,7.5,1822.0,cluster_2,Low,Male,High
21.0,78.4,20.7,6.4,1823.0,cluster_0,Medium,Male,Medium
19.0,87.3,12.9,8.6,1824.0,cluster_2,Low,Male,Low
22.0,95.8,13.3,4.1,1825.0,cluster_2,Low,Male,Low
23.0,98.2,19.5,8.5,1826.0,cluster_2,Low,Male,Medium
20.0,89.3,22.8,8.5,1827.0,cluster_2,Low,Male,Medium
20.0,92.5,5.3,4.7,1828.0,cluster_2,Low,Female,High
20.0,69.9,8.8,6.2,1829.0,cluster_0,Medium,Male,High
23.0,95.1,26.0,7.6,1830.0,cluster_2,Low,Female,Medium
18.0,56.7,8.2,4.6,1831.0,cluster_1,High,Male,Low
19.0,69.0,18.7,5.6,1832.0,cluster_0,Medium,Male,Medium
20.0,91.3,21.7,4.4,1833.0,cluster_2,Low,Male,High
23.0,66.3,26.4,7.5,1834.0,cluster_0,Medium,Male,Medium
21.0,84.4,18.8,8.8,1835.0,cluster_2,Low,Female,Medium
23.0,72.0,10.0,6.6,1836.0,cluster_0,Medium,Male,Medium
19.0,98.1,26.7,8.4,1837.0,cluster_2,Low,Female,Low
20.0,66.2,13.4,8.6,1838.0,cluster_1,High,Male,Medium
24.0,87.4,29.6,6.0,1839.0,cluster_2,Low,Female,Low
23.0,73.6,8.3,5.4,1840.0,cluster_0,Medium,Male,Medium
19.0,92.8,16.5,5.2,1841.0,cluster_2,Low,Male,Medium
23.0,71.9,17.3,6.3,1842.0,cluster_0,Medium,Female,Medium
22.0,72.5,21.4,5.3,1843.0,cluster_0,Medium,Female,Medium
23.0,74.8,17.5,8.3,1844.0,cluster_0,Medium,Male,Low
23.0,63.3,11.6,7.6,1845.0,cluster_1,High,Male,High
19.0,99.8,21.2,4.3,1846.0,cluster_2,Low,Male,Medium
19.0,81.0,28.0,7.8,1847.0,cluster_0,Medium,Female,High
21.0,94.2,18.6,7.0,1848.0,cluster_2,Low,Male,High
23.0,73.9,11.9,8.8,1849.0,cluster_0,Medium,Female,Medium
21.0,88.6,24.0,7.0,1850.0,cluster_2,Low,Male,Low
22.0,84.5,15.3,6.0,1851.0,cluster_2,Low,Female,High
24.0,53.7,12.0,4.5,1852.0,cluster_1,High,Female,Low
21.0,89.5,16.7,7.3,1853.0,cluster_2,Low,Male,Medium
20.0,85.9,9.0,8.6,1854.0,cluster_2,Low,Female,Medium
21.0,83.3,12.9,5.0,1855.0,cluster_2,Low,Female,Low
23.0,64.9,12.5,5.0,1856.0,cluster_1,High,Female,Medium
20.0,66.1,21.0,5.4,1857.0,cluster_1,High,Male,Medium
19.0,98.5,27.9,6.4,1858.0,cluster_2,Low,Male,Medium
18.0,53.3,27.5,7.6,1859.0,cluster_1,High,Female,Medium
24.0,55.8,12.3,6.7,1860.0,cluster_1,High,Female,Low
20.0,58.4,8.9,6.6,1861.0,cluster_1,High,Male,Low
20.0,95.1,7.1,8.0,1862.0,cluster_2,Low,Male,Medium
21.0,95.7,10.3,6.4,1863.0,cluster_2,Low,Female,Medium
22.0,72.6,9.6,5.1,1864.0,cluster_0,Medium,Female,Medium
23.0,89.2,22.7,8.1,1865.0,cluster_2,Low,Male,High
18.0,71.9,29.1,8.8,1866.0,cluster_0,Medium,Female,Low
21.0,63.0,21.5,5.5,1867.0,cluster_1,High,Male,Medium
18.0,75.8,19.4,4.7,1868.0,cluster_0,Medium,Male,Medium
22.0,95.3,9.2,7.6,1869.0,cluster_2,Low,Male,Medium
21.0,81.7,9.9,8.0,1870.0,cluster_0,Medium,Male,Medium
24.0,80.9,11.9,6.5,1871.0,cluster_0,Medium,Female,Low
20.0,73.8,6.8,8.7,1872.0,cluster_0,Medium,Female,High
18.0,86.9,9.3,4.8,1873.0,cluster_2,Low,Female,Medium
22.0,57.9,13.9,7.5,1874.0,cluster_1,High,Female,High
20.0,80.4,13.8,4.2,1875.0,cluster_0,Medium,Female,Low
24.0,52.4,11.2,5.6,1876.0,cluster_1,High,Female,Low
20.0,62.4,11.6,4.0,1877.0,cluster_1,High,Female,Low
18.0,68.7,11.0,8.2,1878.0,cluster_0,Medium,Female,Medium
22.0,61.5,26.0,7.2,1879.0,cluster_1,High,Female,Low
20.0,62.3,20.4,6.4,1880.0,cluster_1,High,Female,Medium
22.0,50.2,25.8,8.6,1881.0,cluster_1,High,Female,High
24.0,67.6,11.8,6.6,1882.0,cluster_0,Medium,Male,Low
21.0,67.8,29.8,6.0,1883.0,cluster_0,Medium,Male,Medium
20.0,50.2,5.2,5.9,1884.0,cluster_1,High,Male,High
19.0,50.6,15.2,8.3,1885.0,cluster_1,High,Male,Low
23.0,73.1,5.6,5.9,1886.0,cluster_0,Medium,Male,Low
23.0,59.6,7.9,4.3,1887.0,cluster_1,High,Male,Low
19.0,64.3,5.3,5.6,1888.0,cluster_1,High,Female,Medium
20.0,51.5,28.9,8.2,1889.0,cluster_1,High,Female,Medium
18.0,89.9,12.8,4.5,1890.0,cluster_2,Low,Male,High
22.0,65.1,22.2,6.9,1891.0,cluster_1,High,Female,Medium
18.0,61.0,20.2,6.6,1892.0,cluster_1,High,Male,Low
19.0,90.2,23.1,7.3,1893.0,cluster_2,Low,Male,Low
21.0,52.0,27.1,8.7,1894.0,cluster_1,High,Female,Medium
24.0,64.2,10.8,7.8,1895.0,cluster_1,High,Female,Medium
19.0,63.2,13.2,8.2,1896.0,cluster_1,High,Female,Low
20.0,50.6,7.1,7.5,1897.0,cluster_1,High,Female,High
24.0,96.7,5.8,8.5,1898.0,cluster_2,Low,Male,Low
22.0,93.2,24.1,7.6,1899.0,cluster_2,Low,Male,Low
22.0,70.7,8.2,7.8,1900.0,cluster_0,Medium,Male,Medium
23.0,72.3,5.4,4.4,1901.0,cluster_0,Medium,Male,Medium
21.0,76.2,16.0,4.0,1902.0,cluster_0,Medium,Male,Medium
21.0,89.0,6.7,5.3,1903.0,cluster_2,Low,Female,Low
23.0,66.6,29.4,6.5,1904.0,cluster_0,Medium,Male,Medium
24.0,55.9,28.5,7.7,1905.0,cluster_1,High,Female,Medium
24.0,95.9,17.1,4.2,1906.0,cluster_2,Low,Male,Medium
20.0,52.4,26.2,7.3,1907.0,cluster_1,High,Female,High
22.0,94.9,25.0,6.9,1908.0,cluster_2,Low,Male,Low
23.0,59.4,28.3,4.7,1909.0,cluster_1,High,Male,Medium
23.0,54.3,26.8,8.2,1910.0,cluster_1,High,Male,Medium
23.0,84.6,18.6,7.3,1911.0,cluster_2,Low,Female,Low
22.0,58.2,28.8,6.7,1912.0,cluster_1,High,Male,Medium
24.0,88.4,21.1,8.0,1913.0,cluster_2,Low,Female,Low
21.0,96.3,5.6,8.7,1914.0,cluster_2,Low,Male,Medium
20.0,77.6,15.7,7.8,1915.0,cluster_0,Medium,Male,Medium
23.0,58.5,17.1,4.4,1916.0,cluster_1,High,Female,Low
20.0,53.7,14.9,8.9,1917.0,cluster_1,High,Male,Low
24.0,70.1,13.7,7.2,1918.0,cluster_0,Medium,Female,Medium
18.0,92.2,25.1,7.8,1919.0,cluster_2,Low,Female,Low
24.0,96.2,7.9,5.1,1920.0,cluster_2,Low,Male,Low
20.0,60.2,10.9,5.7,1921.0,cluster_1,High,Female,Low
24.0,52.3,19.1,8.9,1922.0,cluster_1,High,Male,Low
23.0,91.8,15.3,7.8,1923.0,cluster_2,Low,Male,High
23.0,96.7,16.3,4.3,1924.0,cluster_2,Low,Male,Medium
23.0,88.4,19.4,7.1,1925.0,cluster_2,Low,Female,Medium
21.0,62.4,17.0,4.0,1926.0,cluster_1,High,Male,Low
18.0,76.1,12.7,6.9,1927.0,cluster_0,Medium,Female,Medium
22.0,65.7,13.3,6.5,1928.0,cluster_1,High,Female,Medium
20.0,62.5,28.9,8.3,1929.0,cluster_1,High,Male,Medium
23.0,80.5,5.7,5.8,1930.0,cluster_0,Medium,Female,Low
22.0,86.5,15.5,7.6,1931.0,cluster_2,Low,Female,Low
21.0,70.0,25.4,5.6,1932.0,cluster_0,Medium,Male,Low
21.0,97.7,29.8,7.9,1933.0,cluster_2,Low,Female,Low
18.0,99.3,22.5,5.0,1934.0,cluster_2,Low,Male,High
20.0,93.1,13.8,7.7,1935.0,cluster_2,Low,Female,Low
23.0,82.0,24.1,7.2,1936.0,cluster_0,Medium,Female,High
21.0,50.5,21.4,8.9,1937.0,cluster_1,High,Male,Medium
18.0,64.8,25.0,6.0,1938.0,cluster_1,High,Female,High
24.0,70.9,17.5,4.7,1939.0,cluster_0,Medium,Male,Medium
19.0,82.6,9.9,7.3,1940.0,cluster_0,Medium,Female,Low
24.0,69.8,16.9,4.4,1941.0,cluster_0,Medium,Female,High
18.0,83.2,22.4,6.8,1942.0,cluster_0,Medium,Female,Low
22.0,78.1,12.7,4.7,1943.0,cluster_0,Medium,Male,Low
21.0,89.2,13.3,5.3,1944.0,cluster_2,Low,Male,Low
18.0,65.2,5.2,6.4,1945.0,cluster_1,High,Male,Medium
19.0,53.1,25.4,8.3,1946.0,cluster_1,High,Female,High
24.0,50.1,24.4,6.3,1947.0,cluster_1,High,Female,Medium
