Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,24,Mathematics,54.57,80.51,47.99,58.94,79.19,3.49,59.01,93.31,C,5.5,No,Yes,Master's,Medium,5,6.2
Male,21,CS,57.99,73.64,87.51,95,87.87,3.42,84.21,89.2,D,25.8,No,Yes,High School,Medium,2,4.9
Male,22,Engineering,97.34,66.42,80.67,69.3,61.28,1.43,63.27,99.99,B,14,Yes,Yes,PhD,Low,10,5.5
Male,18,CS,86.56,78.38,69.01,70.09,83.73,9.55,55.45,58.88,B,24.4,No,Yes,PhD,High,6,6.4
Female,21,Business,76.69,59.31,84.06,52.64,72.28,8.6,69.2,81.06,D,7,No,Yes,PhD,Medium,8,6.4
Male,18,CS,90.78,91.12,41.3,64.65,56.84,4.84,96.99,85.64,A,28.3,No,Yes,PhD,Medium,1,4.9
Male,22,Engineering,50.01,84.88,51.54,63.33,62.79,0.54,97.3,54.61,D,8.7,No,Yes,High School,Low,9,5.8
Female,23,CS,88.16,50.51,65.35,52.45,58.43,8.95,56.03,84.63,A,24.3,No,Yes,High School,High,8,4.2
Male,23,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,A,17.9,No,Yes,Bachelor's,Low,10,5.1
Male,20,Engineering,75.49,46.89,92.36,90.09,76.49,6.32,55.49,52.04,F,21.8,No,Yes,High School,Medium,7,7.9
Female,24,Business,95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,A,22.4,No,Yes,High School,Low,6,5.7
Female,23,CS,76.2,76.45,86.98,74.81,50.77,6.38,78.63,92.73,D,29.3,No,Yes,High School,Medium,6,5
Male,21,Engineering,80.4,52.8,64.87,82.61,94.59,7.04,61.38,89.02,D,7.6,Yes,Yes,High School,Low,1,8.9
Female,24,CS,99.83,68.47,70.06,97.71,96.04,9.21,51.03,82.82,A,20.1,Yes,Yes,High School,Medium,1,4.7
Female,23,Business,64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,B,8.7,No,Yes,Master's,Medium,9,8.5
Female,24,CS,66.23,50.45,41.87,92.76,73.33,6.1,85.49,72.67,A,26.9,Yes,Yes,High School,High,6,4.4
Female,21,Engineering,59.14,41.15,93.45,75.3,62.74,6.59,59.12,93.74,D,9.3,No,Yes,Master's,High,3,8.4
Female,21,CS,87.22,43.21,54.96,56.81,96.59,4.7,68.86,85.23,A,7.2,Yes,No,High School,Low,3,7
Female,24,Business,55.28,98.8,98.87,74.81,57.93,3.01,82.86,62.09,F,16.2,No,Yes,PhD,Medium,9,5.2
Female,22,CS,99.09,76.58,50.76,72.05,73.29,4.32,73.47,51.99,A,5.1,No,Yes,Master's,Low,5,8.5
Female,22,Engineering,86.55,68.22,94.85,97.65,65.76,6.62,97.23,64.21,B,16.1,Yes,Yes,High School,Medium,1,6.9
Male,21,Engineering,74.4,41.32,90.33,59.6,75.36,0.39,83.49,66.53,D,9.6,No,Yes,Master's,Medium,3,5
Male,23,Engineering,75.725,74.38,85.79,76.5,70.29,0.17,59.96,92.17,A,9.6,No,Yes,Bachelor's,Medium,10,6.8
Female,18,Business,75.25,45.44,67.38,90.24,97.59,3.97,76.81,75.44,F,18.8,No,Yes,Master's,Medium,2,4.6
Female,23,Business,83.33,51.04,56.17,70.85,97.57,9.31,96.76,63.5,A,21.8,Yes,Yes,PhD,Low,10,5.5
Female,19,Business,75.725,73.75,45.99,89.62,73.8,7.07,91.81,99.26,B,29.9,Yes,No,Master's,Low,4,7.3
Female,19,CS,67.42,69.59,44.99,56.3,80.09,4.76,94.89,70.95,F,15.5,Yes,Yes,PhD,High,1,8
Female,24,CS,75.725,43.44,66.6,91.65,90.27,1.75,86.33,93.67,A,8.4,Yes,Yes,Master's,High,6,6.2
Male,24,Engineering,69,76.21,93.58,94.75,72.22,0.29,78.87,61.95,F,14.1,No,Yes,Master's,High,6,6.2
Female,24,CS,75.725,48.7,51.54,97.45,60.85,9.92,50.36,61.79,C,28.3,No,Yes,PhD,High,3,4
Female,19,Business,94.21,54.35,59.99,52.16,92.06,8.3,90.3,55.07,A,5.9,No,Yes,Bachelor's,Low,9,5.1
Male,18,CS,82.07,98.57,95.11,77.84,91.22,7.17,78.79,81.54,B,11.3,Yes,Yes,Bachelor's,Low,4,4.7
Male,20,Business,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,A,16,No,Yes,Master's,Medium,9,6.5
Female,24,Mathematics,75.725,83.65,97.86,65.55,59.77,0.11,88.99,99.91,D,23,No,No,Bachelor's,Medium,10,6
Male,19,CS,60.76,42.94,89.76,93.87,86.85,4.9,81.44,87.24,D,18.2,No,Yes,High School,High,7,4.9
Male,21,Business,77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,A,14.8,Yes,No,High School,High,7,5.3
Female,22,CS,80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,F,27.8,No,Yes,Bachelor's,Medium,5,6.5
Male,20,CS,60.06,58.78,57.86,70.34,79.02,5.41,74.02,52.77,C,21.8,No,Yes,Bachelor's,Low,10,5.8
Female,18,Mathematics,67.31,82.01,83.57,83.31,55.4,2.2,84.86,90.1,D,18.2,No,No,Master's,Low,1,4.9
Female,21,CS,76.29,94.92,42.35,67.92,54.72,1.18,88.48,72.65,C,8,No,Yes,PhD,High,4,4.7
Female,23,Mathematics,52.38,91.69,73.92,71.95,65.76,1.2,85.22,63.54,F,12.5,Yes,No,Bachelor's,High,3,4.8
Male,23,CS,78.63,87.58,44.73,61.21,82.93,3.46,80.29,86.82,B,23.5,No,Yes,High School,Low,4,5.9
Female,24,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,53.37,C,12.5,No,Yes,High School,Medium,9,8.5
Female,23,Mathematics,52.46,40.94,85.62,72.64,83.9,5.78,50.48,56.42,D,17.9,Yes,Yes,Bachelor's,High,2,6.5
Male,20,CS,97.52,68.62,74.59,63.89,63.08,4.1,58.48,71.79,B,10.4,No,Yes,PhD,Medium,10,5.1
Male,22,CS,90.74,51.64,53.08,99.54,94.11,0.21,92.42,90.32,A,24,No,Yes,Master's,Medium,4,8.1
Female,23,CS,71.16,90.81,90,77.36,79.27,3.04,93,95.4,F,15.3,No,Yes,High School,Medium,8,4.2
Female,20,CS,95.17,74.26,45.67,82.34,89.46,2.79,92.31,62.42,A,21.5,No,Yes,Bachelor's,Medium,2,7.7
Male,22,Engineering,86.66,92.08,82.3,64.14,58.06,2.58,95.39,53.28,B,10.8,No,Yes,Master's,Low,8,8.7
Female,18,CS,78.33,71.4,41.52,70.14,89.09,5.06,87.99,83.39,A,27.6,Yes,No,High School,Medium,2,4.9
Male,21,Engineering,63.58,94.75,40.57,82.25,85.03,3.91,50.09,67.29,B,19.5,No,Yes,Master's,Medium,4,8.7
Male,19,Mathematics,80.31,83.88,48.6,92.67,81.07,5.14,50.53,60.85,C,8.3,No,Yes,High School,High,6,8.5
Male,20,Business,54.8,46.32,79.83,95.03,84.87,8.1,71.79,62.18,C,12.4,No,Yes,PhD,Low,7,8.6
Male,20,CS,69.78,56.25,96.52,97.47,75.56,4.72,94.64,53.56,F,27.2,No,Yes,High School,Low,6,5.8
Male,18,Business,76.82,80.54,58.74,69.95,50.35,6.66,58.83,99.14,F,16.1,No,Yes,Master's,Medium,9,5.9
Male,21,Engineering,91.34,40.52,79.53,74.81,94.35,1.67,68.12,84.52,A,19.7,No,Yes,Master's,Medium,9,8.1
Male,24,Engineering,53.81,49.5,40.34,57.09,71.14,7.97,74.53,82.57,F,25.7,No,Yes,PhD,Medium,7,5.6
Female,24,Mathematics,82.42,98.21,69.95,94.86,90.81,3.06,80.75,56.29,D,17.4,Yes,Yes,PhD,Medium,4,6.9
Male,24,CS,75.07,99.37,48.92,74.81,68.22,2.49,88.32,88.59,B,15.4,No,Yes,High School,Low,4,4.7
Female,24,Engineering,92.27,54.24,97.63,66.34,87.44,6.36,74,63.59,A,23,Yes,Yes,Bachelor's,Medium,3,6.2
Female,19,Business,74.66,69.83,93.11,95.88,51.7,8.79,51.23,95.61,C,15.4,Yes,No,PhD,Medium,2,4.3
Female,23,CS,69.33,81.13,52.06,76.67,56.66,5.83,93.4,50.38,C,6.8,No,Yes,PhD,Low,4,5.7
Male,22,CS,97.36,90.84,89.99,74.81,59.5,0.43,61.22,94.91,B,8,No,Yes,High School,High,8,6.9
Male,20,CS,51.52,44.94,80.32,94,73.63,4.82,54.02,70.25,D,24.2,No,Yes,Bachelor's,Low,4,4.3
Female,20,CS,69.78,78.82,52.09,76.11,87.43,3.08,89.95,83.39,C,25.7,No,Yes,Master's,Low,4,7.5
Female,20,CS,61.5,86.34,72.02,92.17,96.51,7.16,94.55,55.78,F,28.5,No,Yes,PhD,High,6,7.8
Female,24,Engineering,75.57,45.22,50.14,72.42,76.55,4.39,83.83,54,B,19.2,No,No,Bachelor's,Medium,7,8.2
Male,20,Mathematics,50.3,40.6,84.49,53.02,74.69,6.92,68.95,97,D,5.9,Yes,Yes,PhD,Medium,2,5.3
Male,22,CS,60.78,98.12,93.21,55.95,77.85,3.61,79.51,61.17,D,29.1,No,Yes,Bachelor's,High,3,6.3
Male,21,CS,64.35,84.85,70.6,95.2,89.48,6.48,76.7,89.93,C,23.5,No,Yes,PhD,Low,5,7
Male,18,Engineering,75.725,49.63,76.04,58.93,88.65,6.41,87.02,59.06,C,11.4,No,No,PhD,Medium,6,7.5
Male,18,Business,61.47,43.53,65.14,93.57,63.54,3.49,84.08,73.17,D,29.3,Yes,Yes,PhD,Medium,3,8.5
Male,18,Engineering,81.38,96.53,93.45,75.57,54.8,1.31,51.62,75.78,B,7.7,Yes,Yes,PhD,Medium,6,6.6
Female,22,CS,79.37,68.63,40.44,57.11,58.32,4.99,60.56,83.13,C,13.8,No,Yes,Bachelor's,Low,10,8.4
Male,24,CS,65.54,76.28,47.5,93.11,79.05,5.19,57.37,54.53,A,28.9,No,Yes,Bachelor's,Medium,1,8.8
Female,19,CS,99.96,80.12,97.37,74.86,61.62,7.38,50.91,73.88,B,12.8,No,Yes,Bachelor's,Low,4,9
Female,21,Business,86.86,71.33,61.46,56.3,85.96,3.46,77.42,53.26,A,29.2,No,Yes,High School,High,2,9
Female,22,CS,77.16,71.13,51.35,74.81,98.23,3.89,50.63,89.82,B,25.1,No,Yes,Master's,High,10,6
Male,18,Engineering,67.08,67.98,42.66,97.71,89.97,8.85,87.47,98.86,C,20.3,No,Yes,Bachelor's,High,8,7.9
Female,19,Engineering,75.725,42.41,44.05,70.86,79.54,8.44,80.29,50.09,C,22.4,No,Yes,PhD,Medium,4,8.6
Male,18,CS,81.32,89.18,74.08,62.33,57.14,9.37,56.61,55.52,F,25.8,No,Yes,PhD,Low,5,7.9
Male,18,Engineering,54.2,79.65,56.81,88.97,83.77,2.05,86.98,84.07,F,28.6,Yes,No,High School,Medium,10,7.1
Male,21,Mathematics,63.44,50.81,79.49,50.36,61.76,1.82,58.86,96.07,D,14.8,No,No,Bachelor's,Low,8,8.6
Female,24,CS,64.85,54.02,99.55,61.4,79.02,8.88,96.95,76.76,F,14.1,Yes,Yes,High School,Low,2,7.6
Male,22,Engineering,74.57,57.82,88.28,92.11,86.76,5.86,91.11,96.37,F,9.7,No,Yes,PhD,Low,4,8.1
Male,22,Engineering,75.725,96.31,82.93,53.71,83.7,6.35,66.48,67.28,B,24.9,Yes,Yes,Bachelor's,Low,2,6.5
Female,19,Engineering,65.83,84.44,42.24,69.65,66.92,0.64,96.55,64.48,C,8.4,No,Yes,Bachelor's,Low,7,5.9
Female,22,Engineering,76.93,88.29,94.48,95.22,51.12,5.04,79.45,65.01,C,12.2,No,Yes,PhD,Low,5,5.5
Female,20,Mathematics,75.725,62.73,43.09,82.2,83.01,8.71,77.98,71.96,B,19.4,No,Yes,Bachelor's,High,5,7.8
Female,23,CS,89.13,51.97,50.25,55.06,63.53,9.76,89.73,93.07,B,17.3,No,No,Master's,Low,7,8.4
Male,21,Mathematics,74.08,93.76,41.54,74.81,91.9,7.7,91.46,57.83,B,14.6,No,Yes,PhD,Low,10,8
Female,19,Mathematics,83.35,60.79,43.3,53.67,53.76,1.8,59.89,55.38,B,15.6,No,Yes,PhD,Low,7,7.4
Female,22,CS,92.58,43.23,55.17,58.38,61.89,2.56,53.25,71.07,A,9.6,No,Yes,Master's,High,9,6.7
Female,24,Engineering,52.78,98.93,47.59,54.43,72.28,9.52,61.01,82.41,C,12.2,No,Yes,Bachelor's,Medium,8,5.9
Female,18,Engineering,53.81,85.14,65.11,99.41,54.52,8.43,88.58,74.4,F,17.9,Yes,Yes,PhD,Medium,8,7.7
Female,21,Mathematics,75.725,94.08,58.63,51.72,73.23,8.02,92.02,86.76,C,12.2,No,Yes,Master's,Medium,8,5
Male,20,Engineering,85.51,42.81,74.91,73.8,78.63,2.08,91.68,55.55,B,18.9,Yes,No,Master's,Low,6,7.7
Female,21,CS,80.3,67.93,66.72,69.3,60.56,1.96,50.36,81.27,A,8.2,No,Yes,High School,High,7,5.5
Male,18,Engineering,74.06,91.9,80.13,66.98,68.34,4.8,57.32,51.16,A,9.1,No,No,High School,High,5,4.1
Male,20,CS,66.42,63.61,96.24,94.75,87.2,9.32,73.46,99.9,C,19.1,Yes,Yes,PhD,Low,3,6.4
Female,24,Engineering,75.725,71.89,77.88,74.81,72.86,1.04,96.03,59.92,F,8.7,No,Yes,High School,High,7,5.1
Male,21,Engineering,95.81,42.82,68.35,88.75,55.93,5.15,94.37,67.99,A,12.4,No,Yes,High School,Medium,10,6.5
Male,21,CS,97.78,86.92,52.8,62.65,64.03,1.58,94.51,76.56,A,10.5,No,Yes,High School,Low,10,4.1
Female,23,CS,76.24,88.9,90.2,73.75,61.68,5.54,91.1,56.17,A,17.4,Yes,Yes,Master's,High,2,4.8
Male,24,CS,65.71,72.69,95.06,64.91,84.67,4.08,67.21,69.69,A,14.4,No,Yes,PhD,Low,7,5.8
Male,24,Engineering,88.13,86.11,55.71,74.81,62.19,0.58,79.4,53.92,A,20.1,No,Yes,PhD,Medium,1,6.3
Female,19,Engineering,86.78,64,88.7,64.44,63.35,0.67,87.94,76.98,A,19,No,Yes,Bachelor's,Medium,1,7.3
Male,20,Engineering,73.21,83.45,79.62,53.73,64.34,1.61,53.19,55.58,B,13.8,No,Yes,PhD,Medium,2,6
Female,23,Business,78.91,90.31,75.04,78.38,99.62,9.74,89.47,52.03,F,14.4,No,Yes,High School,Low,5,5.5
Female,20,CS,62.77,68.35,72.57,68.64,74.66,1.18,58.16,90.93,A,15.5,Yes,Yes,Master's,Medium,9,4.3
Male,19,Business,85.02,42.47,88.42,84.53,98.34,0.76,84.6,66.51,B,14.8,No,Yes,Master's,Medium,8,6.6
Female,20,Engineering,92.96,72.84,76.76,92.19,90.23,5.09,61.57,52.19,A,24.5,No,Yes,PhD,Low,7,8
Female,20,Engineering,75.02,59.88,98.29,74.81,53.47,7.36,56.49,71.01,B,28.3,No,Yes,High School,Medium,2,7.8
Male,24,Engineering,77.27,79.45,77.1,72.86,65.69,3.58,61.24,66.69,F,24.7,Yes,Yes,PhD,Medium,10,5.9
Male,23,Mathematics,88.38,97.55,42.86,85.12,55.85,6.01,80.9,63.19,A,8.1,No,Yes,PhD,High,10,4.3
Female,24,CS,88.1,61.15,85.06,65.83,56.26,1.64,51.77,61.21,A,15.2,No,Yes,High School,High,2,4.2
Female,19,CS,75.84,41.63,79.57,69.04,69.76,9.44,56.32,96.94,F,24.5,No,Yes,Master's,Low,5,4.9
Male,19,CS,73.37,79.65,41.08,57.36,51.1,1.87,84.91,68.57,B,18.3,No,Yes,Master's,Medium,2,5.1
Female,21,Business,60.91,57.56,69.94,58.57,86.34,2.69,94.13,66.18,C,19.3,Yes,Yes,Bachelor's,Low,10,6.9
Male,18,CS,92.12,57.5,67.05,70.91,59.92,9.61,99.45,64.58,A,21.3,No,Yes,High School,Medium,3,6.8
Female,18,CS,89.73,46.2,57.57,92.42,80.8,0.07,52.67,82.56,A,8.4,Yes,Yes,Master's,Low,7,6.8
Female,19,CS,59.15,55.64,45.53,98.48,99.45,3.8,65.7,75.96,D,20.4,No,Yes,Bachelor's,High,7,4.5
Female,22,Engineering,75.725,42.9,65.8,64.56,56.73,0.08,94.31,70.66,D,6.4,Yes,Yes,High School,Low,8,4.6
Male,19,CS,84.1,62.07,80.32,50.52,62.76,0.33,89.36,84.81,A,9.4,No,Yes,Bachelor's,High,8,5.8
Male,21,Engineering,75.725,41,62.63,61.2,67.67,1.16,86.78,68.73,F,23.4,Yes,Yes,Bachelor's,Low,1,4.4
Female,22,Business,71.36,90.37,77.88,85.29,57.14,5.51,94.42,88.79,B,27.5,No,Yes,Bachelor's,High,2,4
Male,20,Business,94.97,86.8,86.74,70.28,88.77,6.96,88.49,97.89,B,9.2,No,Yes,High School,Medium,8,4.6
Male,21,Mathematics,75.96,43.8,85.66,66.51,61.89,4.05,64.34,84.45,D,23.4,No,Yes,Master's,High,8,8.7
Male,20,Engineering,75.29,61.89,62.52,93.61,53.42,7.31,79.19,70.39,C,8.7,Yes,Yes,High School,Low,9,6.6
Female,21,Engineering,58.86,71.57,92.25,63.63,58.88,8.39,58.15,93.88,D,18.4,Yes,No,Bachelor's,Medium,2,6.8
Female,19,Business,66.91,77.06,86.18,91.85,95.51,1.58,86.09,74.09,F,24,Yes,Yes,Bachelor's,Medium,5,4.4
Male,18,Engineering,86.67,99.56,93.48,56.26,50.4,2.5,87.19,80.5,A,15.5,No,Yes,PhD,Medium,8,5.5
Male,19,Engineering,60.77,98.69,45.5,57.71,53.39,9.48,55.16,83.37,C,16.8,Yes,Yes,High School,Medium,10,8.2
Male,22,CS,62.03,86.48,62.02,51.32,62.25,0.03,90.92,74.26,B,21.6,Yes,Yes,Bachelor's,Medium,7,8.4
Female,21,CS,87.98,64.26,73.85,85.42,97.64,9.38,57.57,52.82,A,27.2,Yes,Yes,PhD,Medium,7,4.7
Male,21,CS,78.22,69.67,79.41,86.68,54.27,0.14,85.28,72.38,C,21.7,No,No,Master's,Low,6,8.1
Female,19,CS,94.73,99.13,80.05,58.63,94.6,3.23,63.81,71.06,A,8.7,No,Yes,High School,Medium,9,7
Female,20,CS,69.22,71.23,74.78,83.75,85.13,7.74,65.97,89.03,A,12.6,Yes,Yes,High School,Low,2,6
Male,20,CS,82.41,99.04,72.51,54.77,89,9.31,63.9,89.19,B,13.4,No,Yes,PhD,High,5,4.3
Male,19,Mathematics,62.36,89.23,64.02,74.81,74.42,6.57,95.13,86.14,B,15.3,No,Yes,Bachelor's,High,9,6.4
Male,24,Business,88.64,80.05,41.31,55.85,92.52,3.12,61.31,97.34,A,15.2,Yes,Yes,Master's,Low,5,6.3
Male,22,CS,75.725,61.28,75.92,74.81,56.75,0.8,73.64,95.17,D,9.4,No,Yes,Master's,High,4,6.2
Female,18,CS,75.725,44.75,41.46,74.81,68.28,1.28,65.84,76.1,B,21.5,Yes,No,PhD,Medium,1,8
Female,24,Engineering,93.91,82.42,49.44,99.44,76.6,8.69,64.71,65.09,B,27.3,No,No,PhD,Low,4,4.8
Female,24,Engineering,97.77,65.13,58.53,57.84,87.42,0.03,54.07,60.89,B,8.8,No,Yes,Bachelor's,Medium,3,7.3
Male,24,Business,79.18,80.15,82.18,85.9,58.71,2.14,67.88,76.27,D,28.9,No,Yes,Master's,Low,4,4.6
Female,23,Mathematics,98.46,55.94,45.46,64.72,61.98,0.97,55.03,84.33,B,5.4,Yes,Yes,Master's,High,4,7.7
Male,19,CS,57.17,41.9,67.55,93.65,71.3,6.43,93.11,56.85,F,23.4,No,Yes,Bachelor's,Medium,5,7.5
Male,21,CS,52.28,82.12,99.62,55.18,50.23,0.58,83.34,65.64,D,24.4,Yes,Yes,Master's,Low,7,6.4
Female,19,CS,62.59,67.87,94.45,98.15,60.75,4.81,60.1,51.53,C,9.7,No,Yes,PhD,Low,4,6.4
Male,20,CS,85,65.79,89.79,71.94,84.95,8.32,60.19,56.4,F,12.5,Yes,No,PhD,Medium,1,6.2
Female,24,CS,91.41,67.92,99.67,70.37,74.31,4.72,96.24,65.14,B,14.9,Yes,Yes,Master's,Low,8,5.3
Female,24,Mathematics,89.58,93.21,65.72,68.25,59.65,5.04,51,77.67,A,24.4,No,No,PhD,Low,2,4.8
Female,24,Mathematics,94.13,49.67,92.45,76.3,79.63,2.29,77.75,88.14,B,14.7,No,Yes,Bachelor's,Medium,3,5.4
Male,20,Business,71.95,40.16,50.37,73.32,54.44,8.88,73.05,70.6,D,28,No,Yes,High School,High,10,6.4
Female,21,CS,97.52,58.84,68.77,74.81,82.02,3.3,76.83,55.29,A,15.1,Yes,Yes,Master's,Medium,6,4.9
Female,21,CS,53.53,53.2,77.24,74.81,64.33,3.32,60.18,64.36,F,26,No,Yes,PhD,Low,7,8.6
Female,20,Mathematics,84.09,40.67,74.88,65,84.37,7.93,83.99,89.3,C,16.9,Yes,Yes,Master's,Medium,9,5.6
Male,22,Mathematics,51.36,70.53,44.57,50.54,51.85,7.07,84.5,67.66,D,17,No,Yes,High School,Medium,8,5.9
Male,21,CS,68.65,41.89,42.24,59.43,95.59,4.2,73.92,91.94,D,6.8,Yes,Yes,PhD,Low,5,5.3
Female,22,CS,79.25,76.47,88.37,90.06,72.09,0.91,77.1,92.96,B,13.3,Yes,Yes,PhD,Low,3,5.2
Male,22,Engineering,50.61,74.13,41.6,74.81,62.23,8.66,63.74,94.12,F,22.1,No,Yes,High School,Medium,3,5.4
Male,20,Engineering,66.6,45.82,79.41,81.29,69.96,9.58,77.58,63.75,D,6.5,No,Yes,High School,Medium,4,5.1
Female,20,CS,53.11,75.7,44.73,98.51,62.5,4.77,75.81,56.69,D,11.9,No,Yes,Bachelor's,Low,2,6.2
Female,24,Business,76.09,99.92,55.07,76.14,50.06,2.21,67.46,55.2,B,7.8,Yes,Yes,High School,Low,3,7.8
Female,23,Business,90.7,54.22,63.9,86.96,71.91,3.98,90.06,98.09,B,28.8,No,Yes,Bachelor's,Low,1,8.3
Female,19,Engineering,75.725,87.72,70.67,91.17,60.52,2.52,74.54,93.41,F,23.7,No,Yes,Master's,Low,8,7.6
Male,21,Engineering,60.2,61.22,94.91,67.58,86.12,0.38,89.3,63.39,A,28.2,No,Yes,PhD,High,2,4.7
Male,21,Business,75.55,57.76,88.66,88.87,53.67,7.97,88.1,89.41,F,11.3,No,Yes,High School,Medium,5,6.6
Female,23,CS,53.96,59.3,43.92,75.06,83,8.29,82.45,63.46,C,9,No,Yes,Bachelor's,Low,8,8.4
Male,23,CS,75.725,71.39,47.61,89.16,96.53,4.4,81.98,63.36,B,9.7,No,Yes,High School,Medium,6,4.1
Female,24,Mathematics,51.57,79.67,47.16,65.85,53.73,7.53,94.65,83.46,C,12.8,No,Yes,PhD,High,2,7.9
Female,18,Business,51.45,58.5,99.46,63.68,61.33,9.99,86.31,91.1,C,23.2,No,Yes,High School,High,7,5.2
Male,21,Business,78.67,61.76,63.03,74.81,58.15,8.99,92.19,84.62,C,27.1,No,Yes,Master's,Low,2,7.9
Male,19,Mathematics,91.93,99.98,77.86,74.81,89.21,7.76,70.29,55.92,A,16.5,Yes,Yes,High School,Medium,4,4.7
Male,19,CS,92.77,69.31,86.85,65.73,84.52,7.68,75.93,97.82,A,18.3,Yes,No,Bachelor's,Medium,1,8
Male,18,Engineering,92.52,89.7,50.5,83.38,58.08,3.41,60.43,85.44,B,16.5,No,Yes,High School,Low,9,8.6
Female,19,Business,91.23,67.9,95.23,74.81,90.78,7.83,77.04,90.73,A,24.4,No,Yes,Bachelor's,Medium,5,5.6
Female,20,Engineering,87.25,57.74,42.64,58.94,59.84,2.74,96.29,89.44,A,14.7,No,Yes,PhD,High,4,7
Female,20,Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.5,75.3,D,20.7,No,No,PhD,Low,4,8.7
Female,21,Engineering,98.45,63.41,48.6,74.28,91.64,0.1,66.43,93.62,A,20.1,Yes,Yes,PhD,Low,9,6.3
Male,21,Business,83.12,80.07,94.32,84.3,52.18,7.8,96.22,62.26,C,26.6,No,Yes,Master's,Low,7,7.4
Male,20,CS,66.39,43.53,57.85,53.89,99.02,8.13,82.27,65.35,C,11.1,Yes,Yes,PhD,Low,8,8.4
Female,18,Mathematics,68.8,71.77,44.44,83.12,83.32,8.92,81.24,50.43,A,8,Yes,Yes,PhD,Medium,2,8.3
Male,21,CS,94.85,42.7,68.84,95.04,95.09,9.01,88.49,68.53,A,29,Yes,Yes,Master's,Medium,10,5.7
Male,18,CS,99.7,93.76,61.42,54.57,75.76,3.08,53.97,64.68,B,7,Yes,Yes,Master's,Low,8,4.1
Female,22,Mathematics,72.3,79.1,85.92,76.36,72.09,0.48,61.54,61.03,B,29.6,No,Yes,High School,Low,5,7.3
Male,20,CS,65.6,76.57,75.55,54.99,54.26,2.13,53.73,78.95,C,8.9,Yes,Yes,Master's,Low,9,5.8
Male,20,CS,95.39,99.69,77.73,55.3,89.77,6.69,82.47,92.2,B,18.7,No,Yes,PhD,Low,10,9
Female,23,Business,68.94,71.26,88.17,64.11,69.03,7.59,94.32,52.64,D,8.3,Yes,Yes,Master's,High,5,8
Female,20,CS,81.67,99.43,89.36,77.07,55.01,3.61,57.19,94.61,D,18.5,No,Yes,High School,Medium,8,8.4
Female,22,CS,75.725,70.55,81.86,74.18,88.75,6.63,90.04,56.91,A,9.2,No,Yes,Bachelor's,Medium,9,4.8
Male,23,CS,77.93,92.86,94.28,55.82,87.62,1.38,91.87,95.85,F,22.6,No,Yes,Bachelor's,Low,5,6.1
Male,21,Engineering,60.69,68.23,75.11,54.41,55.66,2.87,57.57,68.97,C,5.8,No,Yes,High School,High,5,6.9
Male,21,Engineering,83.34,50.94,89.26,90.12,76.57,4.25,58.07,88.61,B,17.8,No,Yes,Bachelor's,Low,2,7.6
Male,19,Mathematics,83.52,75.83,63.38,74.07,95.81,8.57,64.77,74.18,D,10.5,No,Yes,PhD,Low,10,4.5
Male,19,CS,95.06,81.59,51.88,91.05,95.43,5.63,60.84,69.15,A,28.7,No,Yes,High School,Medium,6,4.9
Male,22,CS,50.8,68.11,75.26,91.23,62.48,0.45,98.77,84.79,D,22.8,Yes,Yes,High School,Low,4,8.6
Male,20,Engineering,75.725,45.86,89.58,65.86,85.98,8.02,68.15,79.85,A,23.9,No,Yes,High School,Low,9,4.1
Male,24,Business,54.57,80.93,78.59,74.81,74.97,2.12,69.3,98.93,F,8.5,No,Yes,Bachelor's,Medium,2,7.9
Female,18,Engineering,71.63,87.42,76.14,55.36,61.44,4.88,84.13,74.17,F,29.9,No,Yes,Master's,Medium,3,8.3
Male,22,Business,62.71,48.93,77.88,51,96.55,5.62,69.85,57.5,C,27.4,No,Yes,Bachelor's,Medium,6,6.9
Male,22,CS,90.62,74.05,54.1,74.81,61.65,4.1,58.43,56.67,B,12.1,Yes,No,Master's,Medium,1,7
Female,23,CS,80.58,93.23,75.69,61.06,97.83,0.64,72.52,95.54,B,19.5,No,Yes,High School,Low,8,4.4
Female,18,Business,76.97,48.73,78.08,94.69,95.8,8.03,83.27,71.83,A,5.4,No,Yes,Master's,Low,2,7.3
Female,22,CS,71.37,66.18,79.92,82.49,94.59,6.33,81.58,99.07,D,21.9,Yes,Yes,Master's,Medium,3,8.8
Male,21,Engineering,62.7,91.78,72.05,68.59,89.16,1.44,88.56,60.06,F,11.1,No,Yes,High School,Medium,9,8.8
Female,18,CS,61.5,50.83,55.64,74.04,60.13,9.33,94.13,85.09,A,21.6,No,Yes,High School,Low,5,4.3
